record_number,date,time,location,sample_duration_s,flow_CFM,laser_ok,flow_ok,temp_ok,rh_ok,timestamp_valid,temp_C,RH_pct,ch1_size_um,ch1_diff_counts,ch1_diff_ft3,ch1_diff_m3,ch1_diff_mass_ugm3,ch1_sum_m3,ch1_pm_ugm3,ch2_size_um,ch2_diff_counts,ch2_diff_ft3,ch2_diff_m3,ch2_diff_mass_ugm3,ch2_sum_m3,ch2_pm_ugm3,ch3_size_um,ch3_diff_counts,ch3_diff_ft3,ch3_diff_m3,ch3_diff_mass_ugm3,ch3_sum_m3,ch3_pm_ugm3,ch4_size_um,ch4_diff_counts,ch4_diff_ft3,ch4_diff_m3,ch4_diff_mass_ugm3,ch4_sum_m3,ch4_pm_ugm3,ch5_size_um,ch5_diff_counts,ch5_diff_ft3,ch5_diff_m3,ch5_diff_mass_ugm3,ch5_sum_m3,ch5_pm_ugm3,ch6_size_um,ch6_diff_counts,ch6_diff_ft3,ch6_diff_m3,ch6_diff_mass_ugm3,ch6_sum_m3,ch6_pm_ugm3,sync_time
100,2026-04-15,14:32:26,Location 1,60.0,0.1,True,True,True,True,False,0.0,,0.3,20508.0,205088.0,7242616.0,0.61,7666407.0,0.0,0.5,1012.0,10120.0,357398.0,0.2,423791.0,0.61,1.0,151.0,1510.0,53327.0,0.37,66393.0,0.81,2.5,33.0,330.0,11654.0,0.8,13066.0,1.18,5.0,4.0,40.0,1412.0,0.78,1412.0,1.98,10.0,0.0,0.0,0.0,0.0,0.0,2.76,2026-06-02T23:04:58.948513
101,2026-04-15,14:33:26,Location 1,60.0,0.1,True,True,True,True,False,0.0,,0.3,22620.0,226231.0,7989304.0,0.67,8463292.0,0.0,0.5,1142.0,11421.0,403350.0,0.22,473988.0,0.67,1.0,173.0,1730.0,61102.0,0.43,70638.0,0.89,2.5,27.0,270.0,9536.0,0.66,9536.0,1.32,5.0,0.0,0.0,0.0,0.0,0.0,1.98,10.0,0.0,0.0,0.0,0.0,0.0,1.98,2026-06-02T23:04:59.309290
102,2026-04-15,14:34:26,Location 1,60.0,0.1,True,True,True,True,False,0.0,,0.3,23515.0,235166.0,8304836.0,0.7,8809517.0,0.0,0.5,1246.0,12460.0,440052.0,0.24,504681.0,0.7,1.0,156.0,1560.0,55094.0,0.39,64629.0,0.94,2.5,26.0,260.0,9182.0,0.63,9535.0,1.33,5.0,1.0,10.0,353.0,0.2,353.0,1.96,10.0,0.0,0.0,0.0,0.0,0.0,2.16,2026-06-02T23:04:59.669306
103,2026-05-04,12:35:55,Location 1,60.0,0.1,True,True,True,True,False,0.0,,0.3,15025.0,150245.0,5305872.0,0.44,6182708.0,0.0,0.5,1410.0,14099.0,497922.0,0.28,876836.0,0.44,1.0,521.0,5209.0,183984.0,1.29,378914.0,0.72,2.5,384.0,3839.0,135604.0,9.36,194930.0,2.01,5.0,150.0,1499.0,52970.0,29.26,59326.0,11.37,10.0,18.0,179.0,6356.0,28.09,6356.0,40.630001,2026-06-02T23:05:00.027380
104,2026-05-04,15:58:13,Location 1,60.0,0.1,True,True,True,True,False,0.0,,0.3,13984.0,139807.0,4937259.0,0.41,5960791.0,0.0,0.5,1676.0,16756.0,591736.0,0.33,1023532.0,0.41,1.0,600.0,5998.0,211838.0,1.49,431796.0,0.74,2.5,425.0,4249.0,150052.0,10.36,219958.0,2.23,5.0,164.0,1639.0,57902.0,31.99,69906.0,12.59,10.0,34.0,339.0,12004.0,53.060001,12004.0,44.580002,2026-06-02T23:05:00.396226
105,2026-05-04,15:59:13,Location 1,60.0,0.1,True,True,True,True,False,0.0,,0.3,14124.0,141239.0,4987809.0,0.42,5982968.0,0.0,0.5,1714.0,17139.0,605289.0,0.33,995159.0,0.42,1.0,607.0,6069.0,214358.0,1.5,389870.0,0.75,2.5,340.0,3399.0,120069.0,8.29,175512.0,2.25,5.0,135.0,1349.0,47674.0,26.33,55443.0,10.54,10.0,22.0,219.0,7769.0,34.330002,7769.0,36.869999,2026-06-02T23:05:00.757932
106,2026-05-04,16:00:13,Location 1,60.0,0.1,True,True,True,True,False,0.0,,0.3,13821.0,138239.0,4881885.0,0.41,5811918.0,0.0,0.5,1660.0,16603.0,586349.0,0.32,930033.0,0.41,1.0,574.0,5741.0,202749.0,1.42,343684.0,0.73,2.5,285.0,2850.0,100668.0,6.95,140935.0,2.15,5.0,90.0,900.0,31790.0,17.559999,40267.0,9.1,10.0,24.0,240.0,8477.0,37.450001,8477.0,26.66,2026-06-02T23:05:01.119570
107,2026-05-04,16:01:13,Location 1,60.0,0.1,True,True,True,True,False,0.0,,0.3,13865.0,138661.0,4896788.0,0.41,5763832.0,0.0,0.5,1576.0,15761.0,556605.0,0.31,867044.0,0.41,1.0,515.0,5150.0,181885.0,1.28,310439.0,0.72,2.5,275.0,2750.0,97123.0,6.71,128554.0,2.0,5.0,73.0,730.0,25781.0,14.24,31431.0,8.71,10.0,16.0,160.0,5650.0,24.969999,5650.0,22.950001,2026-06-02T23:05:01.478963
108,2026-05-04,16:02:13,Location 1,60.0,0.1,True,True,True,True,False,0.0,,0.3,13667.0,136669.0,4826449.0,0.4,5633739.0,0.0,0.5,1574.0,15739.0,555852.0,0.31,807290.0,0.4,1.0,464.0,4639.0,163859.0,1.15,251438.0,0.71,2.5,187.0,1869.0,66038.0,4.56,87579.0,1.86,5.0,52.0,519.0,18363.0,10.14,21541.0,6.42,10.0,9.0,89.0,3178.0,14.04,3178.0,16.560001,2026-06-02T23:05:01.841249
109,2026-05-04,16:03:13,Location 1,60.0,0.1,True,True,True,True,False,0.0,,0.3,13639.0,136401.0,4816964.0,0.4,5636681.0,0.0,0.5,1512.0,15121.0,534001.0,0.29,819717.0,0.4,1.0,506.0,5060.0,178706.0,1.25,285716.0,0.69,2.5,233.0,2330.0,82289.0,5.68,107010.0,1.94,5.0,59.0,590.0,20837.0,11.51,24721.0,7.62,10.0,11.0,110.0,3884.0,17.17,3884.0,19.130001,2026-06-02T23:05:02.204024
110,2026-05-04,16:04:13,Location 1,60.0,0.1,True,True,True,True,False,0.0,,0.3,14132.0,141324.0,4990843.0,0.42,5968031.0,0.0,0.5,1692.0,16920.0,597545.0,0.33,977188.0,0.42,1.0,597.0,5970.0,210835.0,1.48,379643.0,0.75,2.5,351.0,3510.0,123958.0,8.56,168808.0,2.23,5.0,113.0,1130.0,39906.0,22.040001,44850.0,10.790001,10.0,14.0,140.0,4944.0,21.85,4944.0,32.830002,2026-06-02T23:05:02.563470
111,2026-05-04,16:05:13,Location 1,60.0,0.1,True,True,True,True,False,0.0,,0.3,14222.0,142235.0,5023007.0,0.42,6021108.0,0.0,0.5,1680.0,16801.0,593352.0,0.33,998101.0,0.42,1.0,599.0,5990.0,211558.0,1.48,404749.0,0.75,2.5,394.0,3940.0,139155.0,9.61,193191.0,2.23,5.0,132.0,1320.0,46620.0,25.75,54036.0,11.84,10.0,21.0,210.0,7416.0,32.77,7416.0,37.59,2026-06-02T23:05:02.924103
112,2026-05-04,16:06:13,Location 1,60.0,0.1,True,True,True,True,False,0.0,,0.3,13694.0,136950.0,4836368.0,0.41,5900127.0,0.0,0.5,1652.0,16521.0,583443.0,0.32,1063759.0,0.41,1.0,656.0,6560.0,231682.0,1.63,480316.0,0.73,2.5,460.0,4600.0,162460.0,11.22,248634.0,2.36,5.0,207.0,2070.0,73107.0,40.380001,86174.0,13.58,10.0,37.0,370.0,13067.0,57.740002,13067.0,53.959999,2026-06-02T23:05:03.284599
113,2026-05-04,16:07:13,Location 1,60.0,0.1,True,True,True,True,False,0.0,,0.3,13894.0,138936.0,4906502.0,0.41,5956379.0,0.0,0.5,1644.0,16439.0,580559.0,0.32,1049877.0,0.41,1.0,636.0,6359.0,224595.0,1.58,469318.0,0.73,2.5,461.0,4609.0,162796.0,11.24,244723.0,2.31,5.0,199.0,1989.0,70274.0,38.82,81927.0,13.549999,10.0,33.0,329.0,11653.0,51.5,11653.0,52.369999,2026-06-02T23:05:03.645497
114,2026-05-04,16:08:13,Location 1,60.0,0.1,True,True,True,True,False,0.0,,0.3,13370.0,133713.0,4722047.0,0.4,5719784.0,0.0,0.5,1689.0,16891.0,596524.0,0.33,997737.0,0.4,1.0,573.0,5730.0,202373.0,1.42,401213.0,0.73,2.5,366.0,3660.0,129264.0,8.92,198840.0,2.15,5.0,174.0,1740.0,61453.0,33.939999,69576.0,11.07,10.0,23.0,230.0,8123.0,35.889999,8123.0,45.009998,2026-06-02T23:05:04.008385
115,2026-05-04,16:09:13,Location 1,60.0,0.1,True,True,True,True,False,0.0,,0.3,13598.0,136004.0,4802952.0,0.4,5767566.0,0.0,0.5,1582.0,15822.0,558778.0,0.31,964614.0,0.4,1.0,580.0,5801.0,204861.0,1.44,405836.0,0.71,2.5,399.0,3990.0,140930.0,9.73,200975.0,2.15,5.0,146.0,1460.0,51568.0,28.48,60045.0,11.879999,10.0,24.0,240.0,8477.0,37.450001,8477.0,40.360001,2026-06-02T23:05:04.373554
116,2026-05-04,16:10:13,Location 1,60.0,0.1,True,True,True,True,False,0.0,,0.3,13529.0,135301.0,4778139.0,0.4,5687569.0,0.0,0.5,1549.0,15491.0,547072.0,0.3,909430.0,0.4,1.0,551.0,5510.0,194600.0,1.37,362358.0,0.7,2.5,334.0,3340.0,117961.0,8.14,167758.0,2.07,5.0,112.0,1120.0,39555.0,21.85,49797.0,10.210001,10.0,29.0,290.0,10242.0,45.25,10242.0,32.060001,2026-06-02T23:05:04.758168
117,2026-05-04,16:11:13,Location 1,60.0,0.1,True,True,True,True,False,0.0,,0.3,13268.0,132669.0,4685186.0,0.39,5557035.0,0.0,0.5,1543.0,15428.0,544863.0,0.3,871849.0,0.39,1.0,519.0,5189.0,183268.0,1.29,326986.0,0.69,2.5,311.0,3109.0,109820.0,7.58,143718.0,1.98,5.0,83.0,829.0,29308.0,16.190001,33898.0,9.559999,10.0,13.0,129.0,4590.0,20.290001,4590.0,25.75,2026-06-02T23:05:05.122322
118,2026-05-28,14:50:14,Location 1,60.0,0.1,True,True,True,True,False,0.0,,0.3,3566.0,35659.0,1259287.0,0.11,1407601.0,0.0,0.5,210.0,2099.0,74158.0,0.04,148314.0,0.11,1.0,104.0,1039.0,36726.0,0.26,74156.0,0.15,2.5,65.0,649.0,22953.0,1.58,37430.0,0.41,5.0,34.0,339.0,12006.0,6.63,14477.0,1.99,10.0,7.0,69.0,2471.0,10.92,2471.0,8.62,2026-06-02T23:05:05.482567
119,2026-05-28,15:14:43,Location 1,60.0,0.1,True,True,True,True,False,0.0,,0.3,3181.0,31813.0,1123474.0,0.09,1308892.0,0.0,0.5,298.0,2980.0,105248.0,0.06,185418.0,0.09,1.0,123.0,1230.0,43441.0,0.3,80170.0,0.15,2.5,70.0,700.0,24722.0,1.71,36729.0,0.45,5.0,31.0,310.0,10948.0,6.05,12007.0,2.16,10.0,3.0,30.0,1059.0,4.68,1059.0,8.21,2026-06-02T23:05:05.845216
120,2026-05-28,15:28:43,Location 1,60.0,0.1,True,True,True,True,False,0.0,,0.3,2847.0,28467.0,1005311.0,0.08,1163150.0,0.0,0.5,238.0,2379.0,84040.0,0.05,157839.0,0.08,1.0,121.0,1209.0,42726.0,0.3,73799.0,0.13,2.5,65.0,649.0,22952.0,1.58,31073.0,0.43,5.0,21.0,209.0,7415.0,4.1,8121.0,2.01,10.0,2.0,19.0,706.0,3.12,706.0,6.11,2026-06-02T23:05:06.205263
121,2026-05-28,15:40:27,Location 1,60.0,0.1,True,True,True,True,False,0.0,,0.3,3055.0,30549.0,1078853.0,0.09,1476137.0,0.0,0.5,400.0,3999.0,141257.0,0.08,397284.0,0.09,1.0,262.0,2619.0,92523.0,0.65,256027.0,0.17,2.5,297.0,2969.0,104883.0,7.24,163504.0,0.82,5.0,149.0,1489.0,52618.0,29.059999,58621.0,8.059999,10.0,17.0,169.0,6003.0,26.530001,6003.0,37.119999,2026-06-02T23:05:06.565355
122,2026-05-28,16:12:17,Location 1,60.0,0.1,True,True,True,True,False,0.0,,0.3,3206.0,32057.0,1132106.0,0.09,1666376.0,0.0,0.5,463.0,4629.0,163495.0,0.09,534270.0,0.09,1.0,389.0,3889.0,137364.0,0.96,370775.0,0.18,2.5,450.0,4499.0,158904.0,10.97,233411.0,1.14,5.0,187.0,1869.0,66033.0,36.48,74507.0,12.110001,10.0,24.0,239.0,8474.0,37.450001,8474.0,48.59,2026-06-02T23:05:06.924514
123,2026-05-28,16:21:09,Location 1,60.0,0.1,True,True,True,True,False,0.0,,0.3,2960.0,29600.0,1045348.0,0.09,1399564.0,0.0,0.5,370.0,3700.0,130668.0,0.07,354216.0,0.09,1.0,254.0,2540.0,89702.0,0.63,223548.0,0.16,2.5,281.0,2810.0,99237.0,6.85,133846.0,0.79,5.0,85.0,850.0,30018.0,16.58,34609.0,7.64,10.0,13.0,130.0,4591.0,20.290001,4591.0,24.219999,2026-06-02T23:05:07.289494
124,2026-05-29,14:18:52,Location 1,60.0,0.1,True,True,True,True,False,20.0,45,0.3,12054.0,120537.0,4256732.0,0.36,4446718.0,0.0,0.5,356.0,3559.0,125717.0,0.07,189986.0,0.36,1.0,106.0,1059.0,37432.0,0.26,64269.0,0.43,2.5,48.0,479.0,16950.0,1.17,26837.0,0.69,5.0,24.0,239.0,8475.0,4.68,9887.0,1.86,10.0,4.0,39.0,1412.0,6.24,1412.0,6.54,2026-06-02T23:05:07.655246
125,2026-05-29,14:34:51,Location 1,60.0,0.1,True,True,True,True,False,20.8,43,0.3,12215.0,122191.0,4315139.0,0.36,4592097.0,0.0,0.5,407.0,4071.0,143779.0,0.08,276958.0,0.36,1.0,177.0,1770.0,62528.0,0.44,133179.0,0.44,2.5,138.0,1380.0,48750.0,3.36,70651.0,0.88,5.0,55.0,550.0,19429.0,10.73,21901.0,4.24,10.0,7.0,70.0,2472.0,10.92,2472.0,14.969999,2026-06-02T23:05:08.016743
126,2026-05-29,14:55:13,Location 1,60.0,0.1,True,True,True,True,False,21.4,41,0.3,12715.0,127180.0,4491322.0,0.38,4728338.0,0.0,0.5,396.0,3960.0,139879.0,0.08,237016.0,0.38,1.0,125.0,1250.0,44153.0,0.31,97137.0,0.46,2.5,96.0,960.0,33910.0,2.34,52984.0,0.77,5.0,49.0,490.0,17308.0,9.56,19074.0,3.11,10.0,5.0,50.0,1766.0,7.8,1766.0,12.67,2026-06-02T23:05:08.382845
127,2026-05-29,15:07:32,Location 1,60.0,0.1,True,True,True,True,False,21.9,41,0.3,12656.0,126554.0,4469217.0,0.37,4865428.0,0.0,0.5,484.0,4839.0,170915.0,0.09,396211.0,0.37,1.0,193.0,1929.0,68154.0,0.48,225296.0,0.46,2.5,270.0,2699.0,95345.0,6.58,157142.0,0.94,5.0,144.0,1439.0,50850.0,28.09,61797.0,7.52,10.0,31.0,309.0,10947.0,48.380001,10947.0,35.610001,2026-06-02T23:05:08.758365
128,2026-05-29,16:16:27,Location 1,60.0,0.1,True,True,True,True,False,23.4,38,0.3,12262.0,122632.0,4330735.0,0.36,4496375.0,0.0,0.5,343.0,3430.0,121141.0,0.07,165640.0,0.36,1.0,73.0,730.0,25782.0,0.18,44499.0,0.43,2.5,37.0,370.0,13067.0,0.9,18717.0,0.61,5.0,14.0,140.0,4944.0,2.73,5650.0,1.51,10.0,2.0,20.0,706.0,3.12,706.0,4.24,2026-06-02T23:05:09.120110
129,2026-05-29,16:20:33,Location 1,60.0,0.1,True,True,True,True,False,23.6,37,0.3,12084.0,120851.0,4267844.0,0.36,4479396.0,0.0,0.5,380.0,3800.0,134208.0,0.07,211552.0,0.36,1.0,108.0,1080.0,38143.0,0.27,77344.0,0.43,2.5,85.0,850.0,30020.0,2.07,39201.0,0.7,5.0,21.0,210.0,7416.0,4.1,9181.0,2.77,10.0,5.0,50.0,1765.0,7.8,1765.0,6.87,2026-06-02T23:05:09.482477
130,2026-05-29,16:28:36,Location 1,60.0,0.1,True,True,True,True,False,23.4,38,0.3,12583.0,125844.0,4444154.0,0.37,4608031.0,0.0,0.5,361.0,3610.0,127500.0,0.07,163877.0,0.37,1.0,68.0,680.0,24016.0,0.17,36377.0,0.44,2.5,29.0,290.0,10242.0,0.71,12361.0,0.61,5.0,6.0,60.0,2119.0,1.17,2119.0,1.32,10.0,0.0,0.0,0.0,0.0,0.0,2.49,2026-06-02T23:05:09.842617
131,2026-05-29,16:35:02,Location 1,60.0,0.1,True,True,True,True,False,23.2,38,0.3,12644.0,126475.0,4466452.0,0.37,4619405.0,0.0,0.5,330.0,3300.0,116571.0,0.06,152953.0,0.37,1.0,66.0,660.0,23314.0,0.16,36382.0,0.43,2.5,31.0,310.0,10950.0,0.76,13068.0,0.59,5.0,4.0,40.0,1412.0,0.78,2118.0,1.35,10.0,2.0,20.0,706.0,3.12,706.0,2.13,2026-06-02T23:05:10.204546
132,2026-05-29,17:07:24,Location 1,60.0,0.1,True,True,True,True,False,23.1,39,0.3,13013.0,130139.0,4595817.0,0.39,4973708.0,0.0,0.5,475.0,4750.0,167756.0,0.09,377891.0,0.39,1.0,214.0,2140.0,75578.0,0.53,210135.0,0.48,2.5,249.0,2490.0,87939.0,6.07,134557.0,1.01,5.0,114.0,1140.0,40261.0,22.24,46618.0,7.08,10.0,18.0,180.0,6357.0,28.09,6357.0,29.32,2026-06-02T23:05:10.562426
133,2026-06-02,13:57:55,Location 1,60.0,0.1,True,True,True,True,False,20.6,40,0.3,7827.0,78253.0,2763490.0,0.23,3395486.0,0.0,0.5,464.0,4639.0,163825.0,0.09,631996.0,0.23,1.0,387.0,3869.0,136638.0,0.96,468171.0,0.32,2.5,513.0,5128.0,181125.0,12.51,331533.0,1.28,5.0,356.0,3559.0,125693.0,69.440002,150408.0,13.79,10.0,70.0,699.0,24715.0,109.239998,24715.0,83.230003,2026-06-02T23:05:10.922035
134,2026-06-02,14:01:54,Location 1,60.0,0.1,True,True,True,True,False,20.8,40,0.3,8768.0,87704.0,3097261.0,0.26,4576300.0,0.0,0.5,680.0,6801.0,240207.0,0.13,1479039.0,0.26,1.0,847.0,8472.0,299199.0,2.1,1238832.0,0.39,2.5,1408.0,14083.0,497370.0,34.330002,939633.0,2.49,5.0,1054.0,10542.0,372321.0,205.600006,442263.0,36.82,10.0,198.0,1980.0,69942.0,308.980011,69942.0,242.420013,2026-06-02T23:05:11.285340
135,2026-06-02,14:30:16,Location 1,60.0,0.1,True,True,True,True,False,22.4,36,0.3,8542.0,85446.0,3017526.0,0.25,4638623.0,0.0,0.5,721.0,7212.0,254698.0,0.14,1621097.0,0.25,1.0,928.0,9282.0,327823.0,2.3,1366399.0,0.39,2.5,1726.0,17265.0,609722.0,42.080002,1038576.0,2.69,5.0,1012.0,10123.0,357496.0,197.399994,428854.0,44.77,10.0,202.0,2020.0,71358.0,315.220001,71358.0,242.169998,2026-06-02T23:05:11.649712
136,2026-06-02,15:01:22,Location 1,60.0,0.1,True,True,True,True,False,22.5,36,0.3,6935.0,69358.0,2449387.0,0.21,2743947.0,0.0,0.5,313.0,3130.0,110549.0,0.06,294560.0,0.21,1.0,154.0,1540.0,54391.0,0.38,184011.0,0.27,2.5,217.0,2170.0,76642.0,5.29,129620.0,0.65,5.0,123.0,1230.0,43442.0,23.99,52978.0,5.94,10.0,27.0,270.0,9536.0,42.130001,9536.0,29.93,2026-06-02T23:05:12.013868
137,2026-06-02,15:32:29,Location 1,60.0,0.1,True,True,True,True,False,22.9,35,0.3,6820.0,68199.0,2408438.0,0.2,2718495.0,0.0,0.5,331.0,3309.0,116890.0,0.06,310057.0,0.2,1.0,206.0,2059.0,72747.0,0.51,193167.0,0.26,2.5,229.0,2289.0,80869.0,5.58,120420.0,0.77,5.0,101.0,1009.0,35667.0,19.700001,39551.0,6.35,10.0,11.0,109.0,3884.0,17.17,3884.0,26.050001,2026-06-02T23:05:12.383252
138,2026-06-02,15:42:41,Location 1,60.0,0.1,True,True,True,True,False,23.4,34,0.3,6383.0,63826.0,2254007.0,0.19,2485303.0,0.0,0.5,306.0,3059.0,108056.0,0.06,231296.0,0.19,1.0,150.0,1499.0,52969.0,0.37,123240.0,0.25,2.5,130.0,1299.0,45906.0,3.17,70271.0,0.62,5.0,60.0,599.0,21187.0,11.7,24365.0,3.79,10.0,9.0,89.0,3178.0,14.04,3178.0,15.49,2026-06-02T23:05:12.761388
139,2026-06-02,15:58:26,Location 1,60.0,0.1,True,True,True,True,False,23.8,34,0.3,7933.0,79326.0,2801374.0,0.23,4451546.0,0.0,0.5,990.0,9899.0,349598.0,0.19,1650172.0,0.23,1.0,1109.0,11089.0,391620.0,2.75,1300574.0,0.42,2.5,1593.0,15929.0,562535.0,38.84,908954.0,3.17,5.0,836.0,8359.0,295216.0,163.070007,346419.0,42.010002,10.0,145.0,1449.0,51203.0,226.270004,51203.0,205.080017,2026-06-02T23:05:13.127321
140,2026-06-02,16:44:13,Location 1,60.0,0.1,True,True,True,True,False,24.3,32,0.3,7177.0,71785.0,2535075.0,0.21,3376448.0,0.0,0.5,620.0,6201.0,218997.0,0.12,841373.0,0.21,1.0,605.0,6051.0,213699.0,1.5,622376.0,0.33,2.5,753.0,7531.0,265976.0,18.360001,408677.0,1.83,5.0,352.0,3520.0,124334.0,68.660004,142701.0,20.190001,10.0,52.0,520.0,18367.0,81.150002,18367.0,88.850006,2026-06-02T23:05:13.487420
141,2026-06-02,17:20:30,Location 1,60.0,0.1,True,True,True,True,False,25.0,26,0.3,24145.0,241473.0,8527568.0,0.71,8987408.0,0.0,0.5,1053.0,10531.0,371900.0,0.21,459840.0,0.71,1.0,190.0,1900.0,67104.0,0.47,87940.0,0.92,2.5,42.0,420.0,14833.0,1.02,20836.0,1.39,5.0,15.0,150.0,5297.0,2.93,6003.0,2.41,10.0,2.0,20.0,706.0,3.12,706.0,5.34,2026-06-02T23:05:13.848952
142,2026-06-02,17:40:25,Location 1,60.0,0.1,True,True,True,True,False,25.0,26,0.3,24218.0,242189.0,8552837.0,0.72,8972037.0,0.0,0.5,1006.0,10060.0,355279.0,0.2,419200.0,0.72,1.0,145.0,1450.0,51208.0,0.36,63921.0,0.92,2.5,33.0,330.0,11654.0,0.8,12713.0,1.28,5.0,3.0,30.0,1059.0,0.59,1059.0,2.08,10.0,0.0,0.0,0.0,0.0,0.0,2.67,2026-06-02T23:05:14.208161
143,2026-06-02,17:59:19,Location 1,60.0,0.1,True,True,True,True,False,25.0,26,0.3,23358.0,233585.0,8248990.0,0.69,8652997.0,0.0,0.5,972.0,9720.0,343266.0,0.19,404007.0,0.69,1.0,139.0,1390.0,49088.0,0.34,60741.0,0.88,2.5,30.0,300.0,10594.0,0.73,11653.0,1.22,5.0,3.0,30.0,1059.0,0.59,1059.0,1.95,10.0,0.0,0.0,0.0,0.0,0.0,2.54,2026-06-02T23:05:14.569440
144,2026-06-02,18:31:22,Location 1,60.0,0.1,True,True,True,True,False,25.2,25,0.3,21390.0,213907.0,7554082.0,0.63,7932667.0,0.0,0.5,926.0,9260.0,327025.0,0.18,378585.0,0.63,1.0,118.0,1180.0,41672.0,0.29,51560.0,0.81,2.5,27.0,270.0,9535.0,0.66,9888.0,1.1,5.0,1.0,10.0,353.0,0.2,353.0,1.76,10.0,0.0,0.0,0.0,0.0,0.0,1.96,2026-06-02T23:05:14.931465
145,2026-06-02,18:50:07,Location 1,60.0,0.1,True,True,True,True,False,25.4,24,0.3,22046.0,220471.0,7785860.0,0.65,8169748.0,0.0,0.5,941.0,9410.0,332327.0,0.18,383888.0,0.65,1.0,112.0,1120.0,39554.0,0.28,51561.0,0.83,2.5,33.0,330.0,11654.0,0.8,12007.0,1.11,5.0,1.0,10.0,353.0,0.2,353.0,1.91,10.0,0.0,0.0,0.0,0.0,0.0,2.11,2026-06-02T23:05:15.292399
